,lambda,env.beta,seed,sigma2x,kappa,nsamp,section,npres,uns_nsamp,Model,MAE,correlation,worst,best,tot_cpu,sim
Total1213,-3,1.2,864127,1,0.05,250,top,5,240,correlation_uns,1.095828449,0.400996253,"1, 81, 161, 241, 301, 321, 341, 381, 61, 141, 41, 221, 261","21, 41, 101, 121, 181, 261, 341, 201, 281, 301, 361, 221, 381, 61, 141",60.53902197,132
Total1214,-3,1.2,864127,1,0.05,250,top,5,240,correlationbias_str,0.88643619,0.615271543,"61, 101, 141, 181, 261, 341, 21, 221, 301, 361, 381, 41, 161, 241, 281, 121, 201","41, 81, 121, 161, 201, 241, 281, 301, 321, 361, 381, 1, 61, 141, 221, 261, 341",52.01069403,132
Total1215,-3,1.2,864127,1,0.05,250,top,5,240,correlationbias_uns,0.447485775,0.791065658,"61, 141, 201, 261, 281, 341, 381, 161, 221, 301, 361, 41, 241, 321, 121","1, 21, 41, 81, 101, 161, 221, 241, 321, 341, 361, 181, 261, 381, 61, 281, 121",52.01069403,132
Total1216,-3,1.2,864127,1,0.05,250,midbottom,27,240,structured,0.568055386,0.701410199,"1, 21, 61, 81, 101, 141, 161, 181, 261, 341, 221, 301, 361, 381, 41, 281, 121, 321","61, 81, 121, 141, 161, 201, 241, 281, 301, 321, 341, 361, 381, 1, 41, 101, 181, 221, 261, 21",80.33000398,133
Total1217,-3,1.2,864127,1,0.05,250,midbottom,27,240,joint,0.970709775,0.504299074,"1, 301, 321, 381, 61, 141, 361, 41, 81, 161, 221, 241","21, 41, 101, 121, 181, 261, 341, 361, 201, 281, 301, 221, 381, 61, 141",47.93669581,133
Total1218,-3,1.2,864127,1,0.05,250,midbottom,27,240,jointcov,0.50068659,0.8173284,"61, 141, 181, 261, 341, 221, 301, 381, 21, 41, 81, 101, 161, 201, 241, 281, 321, 361, 121","81, 161, 201, 281, 301, 321, 1, 61, 101, 241, 361, 121, 341, 21, 181, 261, 381",47.79998994,133
Total1219,-3,1.2,864127,1,0.05,250,midbottom,27,240,covariate,0.529953066,0.747838867,"1, 21, 61, 81, 101, 141, 161, 181, 261, 341, 221, 301, 381, 41, 281, 361, 121, 201","41, 81, 121, 161, 281, 301, 341, 361, 381, 1, 21, 61, 101, 181, 201, 221, 261, 141, 241, 321",24.96575689,133
Total1220,-3,1.2,864127,1,0.05,250,midbottom,27,240,covariatebias,0.557652631,0.731347887,"1, 21, 61, 81, 101, 141, 161, 181, 261, 341, 221, 301, 381, 41, 241, 281, 321, 361, 121, 201","41, 81, 121, 161, 201, 281, 301, 321, 361, 381, 21, 61, 101, 181, 221, 241, 1, 141, 261, 341",26.36888909,133
Total1221,-3,1.2,864127,1,0.05,250,midbottom,27,240,correlation_str,0.48806679,0.792420006,"1, 21, 61, 101, 141, 161, 181, 261, 341, 301, 41, 81, 221, 241, 281, 321, 361, 381, 121, 201","201, 281, 301, 361, 381, 1, 41, 81, 101, 121, 141, 181, 241, 261, 321, 341, 61, 161",54.08681488,133
Total1222,-3,1.2,864127,1,0.05,250,midbottom,27,240,correlation_uns,1.085619927,0.420914428,"1, 81, 161, 241, 301, 321, 341, 381, 61, 141, 41, 221, 261","21, 41, 101, 121, 181, 261, 341, 361, 201, 281, 221, 301, 381, 61, 141",54.08681488,133
Total1223,-3,1.2,864127,1,0.05,250,midbottom,27,240,correlationbias_str,0.497607538,0.810725898,"61, 101, 141, 181, 261, 341, 221, 301, 381, 21, 41, 81, 161, 201, 241, 281, 321, 361, 121","81, 161, 201, 281, 301, 321, 381, 1, 61, 101, 121, 221, 261, 341, 21, 141, 241, 361",55.29277396,133
Total1224,-3,1.2,864127,1,0.05,250,midbottom,27,240,correlationbias_uns,0.418529529,0.815206268,"21, 61, 141, 201, 261, 281, 341, 381, 221, 301, 361, 41, 161, 241, 321, 121","1, 21, 61, 81, 121, 141, 161, 201, 221, 241, 321, 361, 41, 181, 261, 281, 341, 381, 101",55.29277396,133
Total1225,-3,1.2,864127,1,0.05,250,midtop,9,240,structured,1.100075008,-0.601881351,"1, 21, 41, 61, 81, 121, 141, 161, 201, 221, 241, 281, 301, 321, 361, 381","181, 261, 341, 21, 221, 301, 361, 381, 41, 61, 81, 121, 161, 201, 241, 321, 1, 141",25.48505092,134
Total1226,-3,1.2,864127,1,0.05,250,midtop,9,240,joint,1.046199441,0.377100084,"61, 121, 141, 201, 221, 281, 301, 361, 381, 41","21, 101, 181, 261, 341, 81, 161, 241, 321, 281, 301, 361, 381, 1, 41, 121, 141, 201, 221",49.11111116,134
Total1227,-3,1.2,864127,1,0.05,250,midtop,9,240,jointcov,0.497844321,0.734966412,"21, 61, 141, 201, 281, 361, 381, 1, 81, 161, 221, 241, 301, 41, 321, 121, 261, 341","21, 41, 101, 181, 221, 261, 301, 321, 341, 361, 121, 141, 201, 281, 381, 1, 61, 81, 241, 161",48.93541908,134
Total1228,-3,1.2,864127,1,0.05,250,midtop,9,240,covariate,0.992678942,-0.096150473,"41, 61, 81, 121, 141, 161, 201, 221, 281, 301, 321, 361, 381, 1, 241","181, 261, 341, 21, 221, 301, 361, 381, 41, 61, 81, 101, 121, 141, 161, 201, 241, 321, 1",26.09644103,134
Total1229,-3,1.2,864127,1,0.05,250,midtop,9,240,covariatebias,0.700371805,0.36614855,"41, 81, 121, 161, 201, 281, 301, 321, 361, 381, 1, 61, 141, 241, 221","1, 21, 61, 101, 141, 181, 221, 261, 341, 201, 281, 301, 361, 41, 81, 121, 161, 241, 381",25.12732697,134
Total1230,-3,1.2,864127,1,0.05,250,midtop,9,240,correlation_str,0.950167981,0.001213543,"41, 61, 81, 121, 141, 161, 201, 221, 281, 301, 361, 381, 1, 241, 321","181, 261, 341, 21, 221, 301, 361, 381, 41, 61, 81, 101, 141, 161, 201, 241, 321, 1",58.59012508,134
Total1231,-3,1.2,864127,1,0.05,250,midtop,9,240,correlation_uns,1.086177323,0.395952941,"1, 61, 81, 161, 241, 301, 321, 341, 381, 141, 41, 221, 261","21, 41, 101, 121, 181, 261, 341, 201, 281, 301, 361, 221, 381, 61, 141",58.59012508,134
Total1232,-3,1.2,864127,1,0.05,250,midtop,9,240,correlationbias_str,0.605889519,0.630137063,"81, 121, 161, 201, 281, 361, 381, 1, 61, 141, 241, 301, 321, 41, 221, 341","21, 61, 101, 141, 181, 221, 261, 321, 281, 341, 361, 381, 41, 81, 121, 161, 201, 241, 1",50.03222513,134
Total1233,-3,1.2,864127,1,0.05,250,midtop,9,240,correlationbias_uns,0.448096057,0.785141463,"61, 141, 201, 281, 341, 381, 161, 221, 301, 361, 41, 321, 1, 121, 261","1, 21, 41, 101, 161, 181, 221, 241, 261, 301, 321, 361, 121, 201, 281, 341, 381, 61, 81, 141",50.03222513,134
Total1234,-3,1.2,864127,1,0.05,250,whole,33,240,structured,0.559924275,0.698644939,"1, 21, 61, 81, 101, 141, 181, 261, 341, 161, 221, 301, 361, 381, 41, 241, 281, 121, 201","41, 61, 81, 121, 141, 161, 201, 241, 281, 301, 321, 341, 361, 381, 1, 21, 101, 181, 221, 261",82.9646101,135
Total1235,-3,1.2,864127,1,0.05,250,whole,33,240,joint,0.866235663,0.500184612,"1, 81, 161, 201, 241, 301, 321, 341, 381, 61, 141, 361, 41, 221","21, 41, 101, 121, 181, 261, 341, 201, 281, 301, 361, 221, 381, 61, 141",57.68087792,135
Total1236,-3,1.2,864127,1,0.05,250,whole,33,240,jointcov,0.502458068,0.801389497,"61, 141, 181, 261, 341, 221, 301, 381, 41, 81, 161, 201, 241, 281, 361, 121","81, 281, 301, 321, 381, 1, 61, 101, 201, 121, 341, 21, 241, 261, 361",51.35899806,135
Total1237,-3,1.2,864127,1,0.05,250,whole,33,240,covariate,0.586005666,0.668976648,"1, 21, 81, 101, 141, 161, 181, 261, 341, 221, 301, 381, 41, 281, 321, 361, 61, 121, 201","41, 81, 121, 161, 281, 301, 361, 381, 1, 21, 61, 101, 181, 201, 221, 261, 341, 141, 241",28.06415296,135
Total1238,-3,1.2,864127,1,0.05,250,whole,33,240,covariatebias,0.569989769,0.703001444,"1, 21, 61, 81, 101, 141, 161, 181, 261, 341, 221, 301, 381, 41, 281, 361, 121, 201","41, 81, 121, 161, 201, 281, 301, 321, 361, 21, 61, 101, 181, 221, 241, 1, 141, 341, 381",27.53058004,135
Total1239,-3,1.2,864127,1,0.05,250,whole,33,240,correlation_str,0.499928569,0.761957074,"1, 21, 61, 101, 141, 181, 261, 341, 301, 381, 41, 221, 281, 321, 361, 121, 201","281, 301, 381, 1, 101, 141, 181, 201, 261, 341, 41, 61, 161, 221, 81, 321",68.79446793,135
Total1240,-3,1.2,864127,1,0.05,250,whole,33,240,correlation_uns,1.074154344,0.407469754,"1, 61, 81, 161, 241, 301, 321, 341, 381, 141, 41, 221, 261","21, 41, 101, 121, 181, 261, 341, 361, 201, 281, 221, 301, 381, 61, 141",68.79446793,135
Total1241,-3,1.2,864127,1,0.05,250,whole,33,240,correlationbias_str,0.502403771,0.791561288,"61, 101, 141, 181, 261, 341, 221, 301, 381, 41, 161, 201, 241, 281, 361, 121","81, 161, 201, 301, 321, 381, 1, 61, 101, 241, 121, 221, 261, 341, 21, 281, 361",53.5973959,135
Total1242,-3,1.2,864127,1,0.05,250,whole,33,240,correlationbias_uns,0.422939292,0.806372365,"21, 61, 141, 201, 281, 341, 381, 161, 221, 301, 361, 41, 241, 321, 1, 121, 261","1, 21, 61, 121, 161, 181, 201, 221, 241, 301, 321, 361, 41, 141, 261, 281, 341, 381, 81, 101",53.5973959,135
Total1243,-3,1.2,864127,1,0.05,250,whole,33,240,unstructured,2.165458356,0.400402458,"61, 141, 201, 221, 281, 301, 381, 41, 121, 361","1, 21, 81, 161, 241, 261, 321, 341, 101, 181",33.29120994,135
Total1244,-3,1.2,864127,1,0.05,250,whole,33,240,unstructuredcov,4.225772224,0.780755087,"21, 81, 161, 201, 281, 341, 361, 381, 1, 41, 61, 141, 181, 241, 221, 301, 321, 261","61, 141, 181, 221, 261, 341, 301, 381, 21, 81, 101, 161, 201, 241, 281, 361, 41, 121",34.55708313,135
Total1245,-3,1.2,330621,1,0.05,250,left,5,250,structured,0.773576098,-0.241627408,"41, 121, 181, 201, 261, 281, 341, 361, 1, 141, 21, 101, 301, 381","1, 21, 61, 81, 141, 161, 221, 241, 301, 321, 381, 101, 181, 201, 361, 41, 121, 261, 281",24.43060994,136
Total1246,-3,1.2,330621,1,0.05,250,left,5,250,joint,1.698770375,0.410653853,"41, 61, 121, 141, 201, 221, 281, 301, 361, 381","81, 161, 241, 261, 321, 341, 1, 21, 101",44.04384112,136
Total1247,-3,1.2,330621,1,0.05,250,left,5,250,jointcov,0.621994973,0.686344785,"61, 141, 221, 301, 341, 381, 41, 1, 181, 281, 361, 121, 201","21, 41, 81, 101, 121, 161, 201, 241, 281, 321, 1, 181, 221, 261, 301, 341, 361, 141",40.91720796,136
Total1248,-3,1.2,330621,1,0.05,250,left,5,250,covariate,0.690832235,0.163484183,"181, 261, 341, 361, 21, 41, 201, 281, 101, 121, 301, 381","1, 21, 41, 81, 101, 141, 181, 221, 281, 321, 381, 161, 201, 241, 301, 361, 61",23.84895897,136
Total1249,-3,1.2,330621,1,0.05,250,left,5,250,covariatebias,0.682809626,0.076568614,"121, 201, 281, 361, 41, 141, 261, 341, 21, 81, 101, 181, 301, 381","1, 21, 61, 81, 101, 141, 161, 221, 241, 301, 321, 381, 181, 201, 41, 121, 261, 281",24.57001615,136
Total1250,-3,1.2,330621,1,0.05,250,left,5,250,correlation_str,1.332983019,0.416820804,"41, 61, 141, 201, 221, 281, 301, 361, 381","1, 81, 241, 261, 321, 341, 21, 161, 101, 181",51.15198302,136
Total1251,-3,1.2,330621,1,0.05,250,left,5,250,correlation_uns,1.243582955,0.416320628,"61, 141, 221, 301, 381, 1, 321, 181","21, 41, 101, 121, 201, 281, 361, 341, 221, 301, 381, 61, 141, 261",51.15198302,136
Total1252,-3,1.2,330621,1,0.05,250,left,5,250,correlationbias_str,0.475185492,0.708567494,"21, 61, 141, 221, 301, 341, 361, 381, 41, 121, 201, 321, 1, 101, 181, 281, 81","1, 41, 101, 121, 181, 241, 321, 81, 141, 221, 261, 301, 21, 61, 161, 201, 281, 361, 341",49.52373219,136
Total1253,-3,1.2,330621,1,0.05,250,left,5,250,correlationbias_uns,0.561525951,0.710834559,"61, 141, 221, 301, 341, 381, 41, 161, 181, 241, 281, 321, 361, 121","1, 101, 121, 181, 201, 241, 281, 321, 41, 61, 81, 221, 261, 341, 381, 141, 301, 21, 161, 361",49.52373219,136
Total1254,-3,1.2,330621,1,0.05,250,right,5,250,structured,2.178969342,-0.298296738,"281, 341, 361, 21, 41, 101, 121, 141, 181, 201, 221, 241, 261, 301, 321, 381","81, 161, 241, 321, 381, 1, 21, 61, 101, 121, 141, 181, 201, 221, 281, 301, 361",24.62790108,137
Total1255,-3,1.2,330621,1,0.05,250,right,5,250,joint,2.079057672,0.440425604,"1, 81, 161, 241, 261, 321, 341, 21, 101, 181","61, 141, 221, 281, 301, 361, 381",44.25143504,137
Total1256,-3,1.2,330621,1,0.05,250,right,5,250,jointcov,0.510660868,0.774065265,"61, 181, 261, 281, 341, 361, 1, 21, 41, 101, 121, 141, 201, 301, 321, 381, 161, 221, 241","1, 21, 41, 81, 101, 121, 161, 221, 241, 281, 301, 321, 381, 61, 141, 181, 261, 341, 361",42.67371988,137
Total1257,-3,1.2,330621,1,0.05,250,right,5,250,covariate,1.719023541,-0.326169312,"261, 281, 341, 361, 21, 41, 101, 121, 141, 181, 201, 221, 241, 301, 321, 381","1, 21, 81, 161, 241, 321, 381, 61, 101, 141, 181, 201, 221, 281, 301",24.188241,137
Total1258,-3,1.2,330621,1,0.05,250,right,5,250,covariatebias,1.532554774,-0.323071038,"281, 341, 361, 21, 41, 101, 121, 141, 181, 201, 221, 261, 301, 321, 381","1, 21, 81, 161, 241, 321, 381, 61, 101, 141, 181, 201, 221, 281, 301, 361",24.34910297,137
Total1259,-3,1.2,330621,1,0.05,250,right,5,250,correlation_str,2.296052953,-0.413841839,"1, 261, 341, 21, 281, 361, 41, 101, 121, 181, 201, 221, 241, 301, 321, 381","1, 21, 41, 101, 121, 181, 201, 261, 281, 301, 341, 361, 381, 61, 141, 221",61.09393311,137
Total1260,-3,1.2,330621,1,0.05,250,right,5,250,correlation_uns,1.247782166,0.414845577,"61, 141, 221, 301, 381, 1, 321, 181","21, 41, 101, 121, 201, 281, 361, 341, 221, 301, 381, 61, 141, 261",61.09393311,137
Total1261,-3,1.2,330621,1,0.05,250,right,5,250,correlationbias_str,1.689461049,-0.492839958,"341, 21, 201, 261, 281, 361, 41, 101, 121, 141, 181, 221, 301, 381","1, 21, 101, 181, 241, 261, 321, 341, 381, 61, 121, 141, 201, 221, 281, 301, 81, 161",57.51946807,137
Total1262,-3,1.2,330621,1,0.05,250,right,5,250,correlationbias_uns,0.585546913,0.697448327,"61, 141, 221, 301, 381, 161, 181, 241, 281, 321, 361, 41, 121","1, 41, 101, 121, 181, 241, 281, 321, 81, 221, 261, 341, 381, 141, 301, 361, 21, 161",57.51946807,137
Total1263,-3,1.2,330621,1,0.05,250,midleft,17,250,structured,0.645259502,0.358000181,"21, 81, 161, 241, 321, 361, 1, 41, 121, 141, 201, 261, 341, 181, 301, 381, 61","41, 61, 101, 141, 181, 221, 241, 261, 301, 321, 381, 1, 21, 81, 361, 121, 201, 341, 281",53.32100987,138
Total1264,-3,1.2,330621,1,0.05,250,midleft,17,250,joint,1.406908638,0.424854919,"41, 61, 121, 141, 201, 221, 281, 301, 361, 381","181, 101, 161, 341, 1, 21",45.75215793,138
Total1265,-3,1.2,330621,1,0.05,250,midleft,17,250,jointcov,0.589835299,0.687950585,"41, 61, 141, 201, 221, 281, 301, 381, 161",,45.16801381,138
Total1266,-3,1.2,330621,1,0.05,250,midleft,17,250,covariate,0.50981718,0.648944149,"21, 61, 141, 221, 301, 321, 381, 1, 81, 261, 341, 361, 181, 281, 41, 121","121, 181, 201, 241, 261, 281, 361, 1, 21, 41, 61, 81, 101, 221, 141, 161, 341, 301, 321, 381",25.61213708,138
Total1267,-3,1.2,330621,1,0.05,250,midleft,17,250,covariatebias,0.488545482,0.678901331,"21, 61, 141, 221, 301, 321, 381, 1, 81, 181, 261, 341, 361, 281, 41, 121, 161","1, 41, 121, 181, 201, 241, 261, 281, 21, 61, 81, 101, 141, 221, 361, 161, 341, 301, 321, 381",25.93561387,138
Total1268,-3,1.2,330621,1,0.05,250,midleft,17,250,correlation_str,1.088257136,0.499702851,"41, 61, 121, 141, 201, 221, 281, 301, 361, 381",,53.41639495,138
Total1269,-3,1.2,330621,1,0.05,250,midleft,17,250,correlation_uns,1.24130467,0.423105942,"61, 141, 221, 301, 381, 1, 321","21, 41, 121, 201, 281, 361, 341, 221, 301, 381, 61, 141, 261",53.41639495,138
Total1270,-3,1.2,330621,1,0.05,250,midleft,17,250,correlationbias_str,0.51389745,0.716012806,"1, 41, 61, 141, 221, 281, 301, 381",,51.58966088,138
Total1271,-3,1.2,330621,1,0.05,250,midleft,17,250,correlationbias_uns,0.534685601,0.723450811,"61, 141, 221, 301, 381, 321, 1, 161, 181, 281, 361, 41, 121","1, 21, 41, 81, 101, 121, 161, 201, 241, 321, 361, 181, 221, 261, 341, 381, 61, 281, 301",51.58966088,138
Total1272,-3,1.2,330621,1,0.05,250,midright,17,250,structured,0.67222062,0.258370675,"1, 21, 81, 161, 241, 321, 361, 41, 61, 141, 261, 341, 181, 121, 381","41, 101, 121, 141, 181, 221, 261, 301, 321, 341, 381, 1, 21, 61, 81, 161, 201, 241, 361, 281",56.8578341,139
Total1273,-3,1.2,330621,1,0.05,250,midright,17,250,joint,0.924685239,0.49931584,"1, 81, 161, 241, 321, 341, 61, 221, 301, 381, 101, 141, 181, 261","21, 41, 101, 121, 141, 201, 281, 361, 61, 341, 221, 381, 261",49.60865498,139
Total1274,-3,1.2,330621,1,0.05,250,midright,17,250,jointcov,0.477571186,0.782030654,"1, 21, 81, 161, 301, 381, 61, 141, 241, 321, 221, 341","61, 141, 201, 221, 261, 301, 381, 161, 181, 321, 41, 81, 101, 281, 361",43.61741996,139
Total1275,-3,1.2,330621,1,0.05,250,midright,17,250,covariate,0.830444738,0.218623172,"1, 21, 61, 81, 161, 241, 321, 261, 341, 41, 301, 381","41, 121, 201, 261, 281, 301, 341, 361, 381, 1, 21, 61, 101, 161, 221, 141, 181",25.4870491,139
Total1276,-3,1.2,330621,1,0.05,250,midright,17,250,covariatebias,0.776819368,0.248532939,"1, 21, 61, 81, 141, 161, 241, 321, 261, 341, 361, 41, 301, 381","41, 181, 201, 261, 281, 301, 341, 361, 381, 1, 21, 61, 81, 101, 121, 161, 221, 241, 141",25.29752088,139
Total1277,-3,1.2,330621,1,0.05,250,midright,17,250,correlation_str,0.770486642,0.289747045,"1, 21, 61, 81, 141, 161, 241, 321, 261, 341, 361, 41, 301, 381","41, 121, 181, 201, 261, 281, 301, 341, 361, 381, 1, 21, 61, 81, 101, 161, 221, 241, 141",61.02596378,139
Total1278,-3,1.2,330621,1,0.05,250,midright,17,250,correlation_uns,1.196987084,0.426883542,"61, 141, 221, 301, 381, 1, 321, 181","21, 101, 121, 201, 281, 361, 341, 41, 221, 301, 381, 61, 141, 261",61.02596378,139
Total1279,-3,1.2,330621,1,0.05,250,midright,17,250,correlationbias_str,0.703187959,0.335925768,"1, 21, 61, 81, 141, 161, 241, 321, 181, 261, 341, 361, 41, 121, 301, 381","41, 181, 201, 261, 281, 301, 341, 361, 381, 1, 21, 61, 81, 101, 121, 161, 221, 241, 141",56.22845984,139
